tag-local-identifier,Breeding-site,Capture-year,timestamp,location-long,location-lat,height-above-ellipsoid,individual-taxon-canonical-name,utm-easting,utm-northing,utm-zone
233821,King_Salmon,2022,27-Jul-22,-157.066055,58.7354736,0,Limnodromus griseus,611950.8177,6512212.699,4N
233821,King_Salmon,2022,27-Jul-22,-157.066055,58.7354736,0,Limnodromus griseus,611950.8177,6512212.699,4N
233821,King_Salmon,2022,29-Jul-22,-157.039581,58.7854958,26,Limnodromus griseus,613320.0893,6517825.513,4N
233821,King_Salmon,2022,31-Jul-22,-157.03894,58.7864685,9,Limnodromus griseus,613353.9643,6517934.875,4N
233821,King_Salmon,2022,31-Jul-22,-157.03894,58.7864685,9,Limnodromus griseus,613353.9643,6517934.875,4N
233821,King_Salmon,2022,2-Aug-22,-157.036041,58.7880325,26,Limnodromus griseus,613516.3972,6518113.884,4N
233821,King_Salmon,2022,2-Aug-22,-157.036041,58.7880325,26,Limnodromus griseus,613516.3972,6518113.884,4N
233821,King_Salmon,2022,6-Aug-22,-116.608986,31.7766018,-30,Limnodromus griseus,537022.7598,3515740.652,11N
233821,King_Salmon,2022,8-Aug-22,-116.615105,31.7651081,-24,Limnodromus griseus,536447.8907,3514464.629,11N
233821,King_Salmon,2022,10-Aug-22,-110.907532,27.8904457,-30,Limnodromus griseus,509100.8677,3085070.012,12N
233821,King_Salmon,2022,12-Aug-22,-110.464859,27.3187447,-31,Limnodromus griseus,552944.0462,3021853.425,12N
